ingredient_name,form_id,effect_name,effect_form_id,base_cost,magnitude,duration,power_affects_magnitude,power_affects_duration,no_magnitude,no_duration,beneficial,harmful,hostile,duration_based,keyword_editor_ids,source_effect_form_id,resolved_effect_form_id
Congealed Putrescence,0xFE004807,Ravage Health,0x73F26,0.55,8,10,1,0,0,0,0,1,1,0,MagicAlchHarmful,0x73F26,0x73F26
Congealed Putrescence,0xFE004807,Magicka,0x3EB17,4.7,9.2,1,1,0,0,0,1,0,0,0,MagicAlchRestoreMagicka;MagicAlchBeneficial,0x3EB17,0x3EB17
Congealed Putrescence,0xFE004807,Fire Aversion,0x73F2D,0.32,4.45,30,1,0,0,0,0,1,1,0,MagicAlchHarmful;MagicAlchWeaknessFire,0x73F2D,0x73F2D
Congealed Putrescence,0xFE004807,Fortify Conjuration,0x3EB25,0.172,3.1,60,1,0,0,0,1,0,0,0,MagicAlchFortifyConjuration;MagicAlchBeneficial,0x3EB25,0x3EB25
Corkbulb Root,0xFE004809,Resist Paralysis,0x806AE49,19,0,331,0,1,1,0,1,0,0,1,MagicAlchResistParalysis_CACO;MagicAlchDurationBased;MagicAlchBeneficial,0x806AE49,0x806AE49
Corkbulb Root,0xFE004809,Health,0x3EB15,5.3,9.25,1,1,0,0,0,1,0,0,0,MagicAlchRestoreHealth;MagicAlchBeneficial,0x3EB15,0x3EB15
Corkbulb Root,0xFE004809,Resist Shock,0x3EAEC,0.365,2.1,60,1,0,0,0,1,0,0,0,MagicAlchResistShock;MagicAlchBeneficial,0x3EAEC,0x3EAEC
Corkbulb Root,0xFE004809,Fortify Archery,0x3EB1B,0.325,2.1,60,1,0,0,0,1,0,0,0,MagicAlchFortifyMarksman;MagicAlchBeneficial,0x3EB1B,0x3EB1B
Creep Cluster,0xB2183,Feather,0x3EB01,0.047,2.98,300,1,0,0,0,1,0,0,0,MagicAlchFortifyCarryWeight;MagicAlchBeneficial,0x3EB01,0x3EB01
Creep Cluster,0xB2183,Damage Stamina Regen,0x73F2C,0.345,3.02,30,1,0,0,0,0,1,1,0,MagicAlchHarmful,0x73F2C,0x73F2C
Creep Cluster,0xB2183,Magic Aversion,0x73F51,0.43,2.7,30,1,0,0,0,0,1,1,0,MagicAlchHarmful;MagicAlchWeaknessMagic,0x73F51,0x73F51
Creep Cluster,0xB2183,Magicka,0x3EB17,4.7,6.48,1,1,0,0,0,1,0,0,0,MagicAlchRestoreMagicka;MagicAlchBeneficial,0x3EB17,0x3EB17
Creep Cluster Extract,0x85A97E4,Feather,0x3EB01,0.047,3.31,300,1,0,0,0,1,0,0,0,MagicAlchFortifyCarryWeight;MagicAlchBeneficial,0x3EB01,0x3EB01
Creep Cluster Extract,0x85A97E4,Damage Stamina Regen,0x73F2C,0.345,3.35,30,1,0,0,0,0,1,1,0,MagicAlchHarmful,0x73F2C,0x73F2C
Creep Cluster Extract,0x85A97E4,Magic Aversion,0x73F51,0.43,4.15,30,1,0,0,0,0,1,1,0,MagicAlchHarmful;MagicAlchWeaknessMagic,0x73F51,0x73F51
Creep Cluster Extract,0x85A97E4,Magicka,0x3EB17,4.7,9.25,1,1,0,0,0,1,0,0,0,MagicAlchRestoreMagicka;MagicAlchBeneficial,0x3EB17,0x3EB17
Crimson Marsh Glider,0x8660005,Resist Paralysis,0x806AE49,19,0,298,0,1,1,0,1,0,0,1,MagicAlchResistParalysis_CACO;MagicAlchDurationBased;MagicAlchBeneficial,0x806AE49,0x806AE49
Crimson Marsh Glider,0x8660005,Cure Disease,0xAE722,45,1,0,0,0,0,1,1,0,0,0,MagicAlchBeneficial;MagicAlchCureDisease_CACO,0xAE722,0xAE722
Crimson Marsh Glider,0x8660005,Waterwalking,0x40390E1,9.4,0,333,0,1,1,0,1,0,0,1,MagicAlchBeneficial;MagicAlchDurationBased,0x40390E1,0x40390E1
Crimson Marsh Glider,0x8660005,Poison Aversion,0x90042,0.39,2.35,30,1,0,0,0,0,1,1,0,MagicAlchHarmful;USKPMagicAlchWeaknessPoison,0x90042,0x90042
Crimson Nirnroot,0xB701A,Damage Health,0x3EB42,7.9,12.16,1,1,0,0,0,0,1,1,0,MagicAlchHarmful;MagicAlchDamageHealth,0x3EB42,0x3EB42
Crimson Nirnroot,0xB701A,Invisibility,0x3EB3D,27,0,397,0,1,1,0,1,0,0,1,MagicInvisibility;MagicAlchBeneficial;MagicAlchDurationBased,0x3EB3D,0x3EB3D
Crimson Nirnroot,0xB701A,Resist Magic,0x39E51,1.24,0.99,60,1,0,0,0,1,0,0,0,MagicAlchResistMagic;MagicAlchBeneficial,0x39E51,0x39E51
Crimson Nirnroot,0xB701A,Drain Strength,0x80476F6,0.67,2.75,30,1,0,0,0,0,1,1,0,MagicAlchHarmful,0x80476F6,0x80476F6
Crushed Amber,0x1CC0634,Health,0x3EB15,5.3,12.49,1,1,0,0,0,1,0,0,0,MagicAlchRestoreHealth;MagicAlchBeneficial,0x3EB15,0x3EB15
Crushed Amber,0x1CC0634,Resist Fire,0x3EAEA,0.365,2.2,60,1,0,0,0,1,0,0,0,MagicAlchResistFire;MagicAlchBeneficial,0x3EAEA,0x3EAEA
Crushed Amber,0x1CC0634,Resist Disease,0x806AE45,0.015,100,1665,0,1,0,0,1,0,0,1,MagicAlchResistDisease_CACO;MagicAlchBeneficial;MagicAlchDurationBased,0x806AE45,0x806AE45
Crushed Amber,0x1CC0634,Speed,0x80425F1,0.098,1,120,1,0,0,0,1,0,0,0,MagicAlchBeneficial;MagicAlchFortifySpeed_CACO,0x80425F1,0x80425F1
Crushed Ant Paste,0x83260A0,Fortify Unarmed,0x804C7FE,1.43,0.58,60,1,0,0,0,1,0,0,0,MagicAlchBeneficial;MagicAlchFortifyUnarmed_CACO,0x804C7FE,0x804C7FE
Crushed Ant Paste,0x83260A0,Feather,0x3EB01,0.047,3.31,300,1,0,0,0,1,0,0,0,MagicAlchFortifyCarryWeight;MagicAlchBeneficial,0x3EB01,0x3EB01
Crushed Ant Paste,0x83260A0,Cure Poison,0x109ADD,35,1,0,0,0,0,1,1,0,0,0,MagicAlchBeneficial;MagicAlchCurePoison_CACO,0x109ADD,0x109ADD
Crushed Ant Paste,0x83260A0,Fortify Lockpicking,0x3EB21,0.58,2.52,30,1,0,0,0,1,0,0,0,MagicAlchFortifyLockpicking;MagicAlchBeneficial,0x3EB21,0x3EB21
Crushed Onyx,0x1CC0636,Fortify Block,0x3EB1C,0.49,2.02,60,1,0,0,0,1,0,0,0,MagicAlchFortifyBlock;MagicAlchBeneficial,0x3EB1C,0x3EB1C
Crushed Onyx,0x1CC0636,Fortify Smithing,0x3EB1D,1.52,1.47,30,1,0,0,0,1,0,0,0,MagicAlchFortifySmithing;MagicAlchBeneficial,0x3EB1D,0x3EB1D
Crushed Onyx,0x1CC0636,Shock Aversion,0x73F2F,0.32,4.45,30,1,0,0,0,0,1,1,0,MagicAlchHarmful;MagicAlchWeaknessShock,0x73F2F,0x73F2F
Crushed Onyx,0x1CC0636,Resist Shock,0x3EAEC,0.365,0.99,60,1,0,0,0,1,0,0,0,MagicAlchResistShock;MagicAlchBeneficial,0x3EAEC,0x3EAEC
Cyrodilic Spadetail,0x106E19,Fortify Restoration,0x3EB28,0.235,3.72,60,1,0,0,0,1,0,0,0,MagicAlchFortifyRestoration;MagicAlchBeneficial,0x3EB28,0x3EB28
Cyrodilic Spadetail,0x106E19,Damage Stamina,0x3A2C6,4.6,8.33,1,1,0,0,0,0,1,1,0,MagicAlchHarmful;MagicAlchDamageStamina,0x3A2C6,0x3A2C6
Cyrodilic Spadetail,0x106E19,Fear,0x73F20,0.62,1.4,30,1,0,0,0,0,1,1,0,MagicAlchHarmful;MagicInfluence;MagicInfluenceFear,0x73F20,0x73F20
Cyrodilic Spadetail,0x106E19,Ravage Health,0x73F26,0.55,2.43,10,1,0,0,0,0,1,1,0,MagicAlchHarmful,0x73F26,0x73F26
Daedra Heart,0x3AD5B,Health,0x3EB15,5.3,13.88,1,1,0,0,0,1,0,0,0,MagicAlchRestoreHealth;MagicAlchBeneficial,0x3EB15,0x3EB15
Daedra Heart,0x3AD5B,Fear,0x73F20,0.62,3.92,30,1,0,0,0,0,1,1,0,MagicAlchHarmful;MagicInfluence;MagicInfluenceFear,0x73F20,0x73F20
Daedra Heart,0x3AD5B,Silence,0x73F27,113,0,106,0,1,1,0,0,1,1,1,MagicAlchHarmful;MagicAlchDurationBased;MagicAlchSilence_CACO,0x73F27,0x73F27
Daedra Heart,0x3AD5B,Damage Magicka,0x3A2B6,4.6,22.2,1,1,0,0,0,0,1,1,0,MagicAlchHarmful;MagicAlchDamageMagicka,0x3A2B6,0x3A2B6
Daedra Silk,0xFE00480A,Slow,0x73F25,0.3,50,469,0,1,0,0,0,1,1,1,MagicAlchHarmful;MagicSlow;MagicAlchDurationBased,0x73F25,0x73F25
Daedra Silk,0xFE00480A,Night Eye,0x804C7FD,10.5,0,931,0,1,1,0,1,0,0,1,MagicNightEye;MagicAlchBeneficial;MagicAlchDurationBased,0x804C7FD,0x804C7FD
Daedra Silk,0xFE00480A,Damage Stamina,0x3A2C6,4.6,22.2,1,1,0,0,0,0,1,1,0,MagicAlchHarmful;MagicAlchDamageStamina,0x3A2C6,0x3A2C6
Daedra Silk,0xFE00480A,Etherealize,0x80425EF,174,0,74,0,1,1,0,1,0,0,1,MagicAlchDurationBased;MagicAlchBeneficial;MagicAlchEtherealize_CACO,0x80425EF,0x80425EF
Daedra Silk,0x1CCA137,Slow,0x73F25,0.3,50,469,0,1,0,0,0,1,1,1,MagicAlchHarmful;MagicSlow;MagicAlchDurationBased,0x73F25,0x73F25
Daedra Silk,0x1CCA137,Night Eye,0x804C7FD,10.5,0,931,0,1,1,0,1,0,0,1,MagicNightEye;MagicAlchBeneficial;MagicAlchDurationBased,0x804C7FD,0x804C7FD
Daedra Silk,0x1CCA137,Damage Stamina,0x3A2C6,4.6,22.2,1,1,0,0,0,0,1,1,0,MagicAlchHarmful;MagicAlchDamageStamina,0x3A2C6,0x3A2C6
Daedra Silk,0x1CCA137,Etherealize,0x80425EF,174,0,74,0,1,1,0,1,0,0,1,MagicAlchDurationBased;MagicAlchBeneficial;MagicAlchEtherealize_CACO,0x80425EF,0x80425EF
Daedra Venin,0xFE00480B,Paralysis,0x73F30,204,0,70,0,1,1,0,0,1,1,1,MagicParalysis;MagicAlchHarmful;MagicAlchDurationBased,0x73F30,0x73F30
Daedra Venin,0xFE00480B,Ravage Health,0x73F26,0.55,10.43,10,1,0,0,0,0,1,1,0,MagicAlchHarmful,0x73F26,0x73F26
Daedra Venin,0xFE00480B,Drain Intelligence,0x804C7FB,0.67,3.71,30,1,0,0,0,0,1,1,0,MagicAlchHarmful;MagicAlchDrainIntelligence_CACO,0x804C7FB,0x804C7FB
Daedra Venin,0xFE00480B,Stamina,0x3EB16,4.7,12.49,1,1,0,0,0,1,0,0,0,MagicAlchRestoreStamina;MagicAlchBeneficial,0x3EB16,0x3EB16
Daedra Venin,0x80CB2B2,Paralysis,0x73F30,204,0,70,0,1,1,0,0,1,1,1,MagicParalysis;MagicAlchHarmful;MagicAlchDurationBased,0x73F30,0x73F30
Daedra Venin,0x80CB2B2,Ravage Health,0x73F26,0.55,10.43,10,1,0,0,0,0,1,1,0,MagicAlchHarmful,0x73F26,0x73F26
Daedra Venin,0x80CB2B2,Drain Intelligence,0x804C7FB,0.67,3.71,30,1,0,0,0,0,1,1,0,MagicAlchHarmful;MagicAlchDrainIntelligence_CACO,0x804C7FB,0x804C7FB
Daedra Venin,0x80CB2B2,Stamina,0x3EB16,4.7,12.49,1,1,0,0,0,1,0,0,0,MagicAlchRestoreStamina;MagicAlchBeneficial,0x3EB16,0x3EB16
Daedroth Teeth,0xFE004826,Stamina Fortification,0x3EAF9,0.13,7.77,60,1,0,0,0,1,0,0,0,MagicAlchFortifyStamina;MagicAlchBeneficial,0x3EAF9,0x3EAF9
Daedroth Teeth,0xFE004826,Frenzy,0x73F29,0.62,3.36,30,1,0,0,0,0,1,1,0,MagicAlchHarmful;MagicInfluence;MagicInfluenceFrenzy,0x73F29,0x73F29
Daedroth Teeth,0xFE004826,Night Eye,0x804C7FD,10.5,0,798,0,1,1,0,1,0,0,1,MagicNightEye;MagicAlchBeneficial;MagicAlchDurationBased,0x804C7FD,0x804C7FD
Daedroth Teeth,0xFE004826,Drain Strength,0x80476F6,0.67,3.16,30,1,0,0,0,0,1,1,0,MagicAlchHarmful,0x80476F6,0x80476F6
Daedroth Teeth,0x80A7B4B,Stamina Fortification,0x3EAF9,0.13,7.77,60,1,0,0,0,1,0,0,0,MagicAlchFortifyStamina;MagicAlchBeneficial,0x3EAF9,0x3EAF9
Daedroth Teeth,0x80A7B4B,Frenzy,0x73F29,0.62,3.36,30,1,0,0,0,0,1,1,0,MagicAlchHarmful;MagicInfluence;MagicInfluenceFrenzy,0x73F29,0x73F29
Daedroth Teeth,0x80A7B4B,Night Eye,0x804C7FD,10.5,0,798,0,1,1,0,1,0,0,1,MagicNightEye;MagicAlchBeneficial;MagicAlchDurationBased,0x804C7FD,0x804C7FD
Daedroth Teeth,0x80A7B4B,Drain Strength,0x80476F6,0.67,3.16,30,1,0,0,0,0,1,1,0,MagicAlchHarmful,0x80476F6,0x80476F6
Darkwater Minnow,0x833F5D9,Fire Aversion,0x73F2D,0.32,4.45,30,1,0,0,0,0,1,1,0,MagicAlchHarmful;MagicAlchWeaknessFire,0x73F2D,0x73F2D
Darkwater Minnow,0x833F5D9,Fortify Block,0x3EB1C,0.49,1.24,60,1,0,0,0,1,0,0,0,MagicAlchFortifyBlock;MagicAlchBeneficial,0x3EB1C,0x3EB1C
Darkwater Minnow,0x833F5D9,Waterbreathing,0x3AC2D,7.7,0,466,0,1,1,0,1,0,0,1,MagicAlchBeneficial;MagicAlchDurationBased,0x3AC2D,0x3AC2D
Darkwater Minnow,0x833F5D9,Fortify Speech,0xD6947,0.27,1.65,60,1,0,0,0,1,0,0,0,MagicAlchFortifySpeechcraft;MagicAlchBeneficial,0xD6947,0xD6947
Deathbell,0x516C8,Poison Aversion,0x90042,0.39,3.69,30,1,0,0,0,0,1,1,0,MagicAlchHarmful;USKPMagicAlchWeaknessPoison,0x90042,0x90042
Deathbell,0x516C8,Fatigue,0x73F23,23.6,0,366,0,1,1,0,0,1,1,1,MagicAlchHarmful;MagicAlchDurationBased;MagicAlchFatigue_CACO,0x73F23,0x73F23
Deathbell,0x516C8,Slow,0x73F25,0.3,50,268,0,1,0,0,0,1,1,1,MagicAlchHarmful;MagicSlow;MagicAlchDurationBased,0x73F25,0x73F25
Deathbell,0x516C8,Damage Health,0x3EB42,7.9,5.56,1,1,0,0,0,0,1,1,0,MagicAlchHarmful;MagicAlchDamageHealth,0x3EB42,0x3EB42
Demented Swallowtail,0x6059153,Health Regeneration,0x3EB06,0.0252,6.91,240,1,0,0,0,1,0,0,0,MagicAlchFortifyHealRate;MagicAlchBeneficial,0x3EB06,0x3EB06
Demented Swallowtail,0x6059153,Magicka Regeneration,0x3EB07,0.0252,5.53,240,1,0,0,0,1,0,0,0,MagicAlchFortifyMagickaRate;MagicAlchBeneficial,0x3EB07,0x3EB07
Demented Swallowtail,0x6059153,Stamina Regeneration,0x3EB08,0.0252,4.15,180,1,0,0,0,1,0,0,0,MagicAlchFortifyStaminaRate;MagicAlchBeneficial,0x3EB08,0x3EB08
Demented Swallowtail,0x6059153,Paralysis,0x73F30,204,0,42,0,1,1,0,0,1,1,1,MagicParalysis;MagicAlchHarmful;MagicAlchDurationBased,0x73F30,0x73F30
Direnni's Dartwing,0x8660000,Fortify Conjuration,0x3EB25,0.172,4.98,60,1,0,0,0,1,0,0,0,MagicAlchFortifyConjuration;MagicAlchBeneficial,0x3EB25,0x3EB25
Direnni's Dartwing,0x8660000,Frost Aversion,0x73F2E,0.32,5.12,30,1,0,0,0,0,1,1,0,MagicAlchHarmful;MagicAlchWeaknessFrost,0x73F2E,0x73F2E
Direnni's Dartwing,0x8660000,Speed,0x80425F1,0.098,1.35,120,1,0,0,0,1,0,0,0,MagicAlchBeneficial;MagicAlchFortifySpeed_CACO,0x80425F1,0x80425F1
Direnni's Dartwing,0x8660000,Drain Strength,0x80476F6,0.67,1.38,30,1,0,0,0,0,1,1,0,MagicAlchHarmful,0x80476F6,0x80476F6
Dragon Heartscales,0x80A2A42,Fortify Alteration,0x3EB24,0.172,6.23,60,1,0,0,0,1,0,0,0,MagicAlchFortifyAlteration;MagicAlchBeneficial,0x3EB24,0x3EB24
Dragon Heartscales,0x80A2A42,Drain Intelligence,0x804C7FB,0.67,4.13,30,1,0,0,0,0,1,1,0,MagicAlchHarmful;MagicAlchDrainIntelligence_CACO,0x804C7FB,0x804C7FB
Dragon Heartscales,0x80A2A42,Resist Magic,0x39E51,1.24,1.12,60,1,0,0,0,1,0,0,0,MagicAlchResistMagic;MagicAlchBeneficial,0x39E51,0x39E51
Dragon Heartscales,0x80A2A42,Fortify Heavy Armor,0x3EB1E,0.51,1.71,60,1,0,0,0,1,0,0,0,MagicAlchFortifyHeavyArmor;MagicAlchBeneficial,0x3EB1E,0x3EB1E
Dragon Tooth,0x1CC0639,Magicka,0x3EB17,4.7,13.88,1,1,0,0,0,1,0,0,0,MagicAlchRestoreMagicka;MagicAlchBeneficial,0x3EB17,0x3EB17
Dragon Tooth,0x1CC0639,Fortify Two-handed,0x3EB1A,0.325,3.64,60,1,0,0,0,1,0,0,0,MagicAlchFortifyTwoHanded;MagicAlchBeneficial,0x3EB1A,0x3EB1A
Dragon Tooth,0x1CC0639,Magic Aversion,0x73F51,0.43,5.4,30,1,0,0,0,0,1,1,0,MagicAlchHarmful;MagicAlchWeaknessMagic,0x73F51,0x73F51
Dragon Tooth,0x1CC0639,Resist Paralysis,0x806AE49,19,0,397,0,1,1,0,1,0,0,1,MagicAlchResistParalysis_CACO;MagicAlchDurationBased;MagicAlchBeneficial,0x806AE49,0x806AE49
Dragon's Tongue,0x889A2,Fortify Speech,0xD6947,0.27,2.2,60,1,0,0,0,1,0,0,0,MagicAlchFortifySpeechcraft;MagicAlchBeneficial,0xD6947,0xD6947
Dragon's Tongue,0x889A2,Resist Fire,0x3EAEA,0.365,1.54,60,1,0,0,0,1,0,0,0,MagicAlchResistFire;MagicAlchBeneficial,0x3EAEA,0x3EAEA
Dragon's Tongue,0x889A2,Fortify Two-handed,0x3EB1A,0.325,1.68,60,1,0,0,0,1,0,0,0,MagicAlchFortifyTwoHanded;MagicAlchBeneficial,0x3EB1A,0x3EB1A
Dragon's Tongue,0x889A2,Fortify Illusion,0x3EB27,0.172,2.08,60,1,0,0,0,1,0,0,0,MagicAlchFortifyIllusion;MagicAlchBeneficial,0x3EB27,0x3EB27
Dragon's Tongue Extract,0x85A97E2,Fortify Speech,0xD6947,0.27,2.75,60,1,0,0,0,1,0,0,0,MagicAlchFortifySpeechcraft;MagicAlchBeneficial,0xD6947,0xD6947
Dragon's Tongue Extract,0x85A97E2,Resist Fire,0x3EAEA,0.365,2.2,60,1,0,0,0,1,0,0,0,MagicAlchResistFire;MagicAlchBeneficial,0x3EAEA,0x3EAEA
Dragon's Tongue Extract,0x85A97E2,Fortify Two-handed,0x3EB1A,0.325,2.8,60,1,0,0,0,1,0,0,0,MagicAlchFortifyTwoHanded;MagicAlchBeneficial,0x3EB1A,0x3EB1A
Dragon's Tongue Extract,0x85A97E2,Fortify Illusion,0x3EB27,0.172,4.15,60,1,0,0,0,1,0,0,0,MagicAlchFortifyIllusion;MagicAlchBeneficial,0x3EB27,0x3EB27
Dreugh Wax,0xFE004827,Waterbreathing,0x3AC2D,7.7,0,998,0,1,1,0,1,0,0,1,MagicAlchBeneficial;MagicAlchDurationBased,0x3AC2D,0x3AC2D
Dreugh Wax,0xFE004827,Fatigue,0x73F23,23.6,0,450,0,1,1,0,0,1,1,1,MagicAlchHarmful;MagicAlchDurationBased;MagicAlchFatigue_CACO,0x73F23,0x73F23
Dreugh Wax,0xFE004827,Lingering Damage Health,0x10AA4A,12.4,0.56,10,1,0,0,0,0,1,1,0,MagicAlchHarmful,0x10AA4A,0x10AA4A
Dreugh Wax,0xFE004827,Resist Poison,0x90041,0.157,4.63,60,1,0,0,0,1,0,0,0,MagicAlchResistPoison;MagicAlchBeneficial,0x90041,0x90041
Dreugh Wax,0x1CCA138,Waterbreathing,0x3AC2D,7.7,0,998,0,1,1,0,1,0,0,1,MagicAlchBeneficial;MagicAlchDurationBased,0x3AC2D,0x3AC2D
Dreugh Wax,0x1CCA138,Fatigue,0x73F23,23.6,0,450,0,1,1,0,0,1,1,1,MagicAlchHarmful;MagicAlchDurationBased;MagicAlchFatigue_CACO,0x73F23,0x73F23
Dreugh Wax,0x1CCA138,Lingering Damage Health,0x10AA4A,12.4,0.56,10,1,0,0,0,0,1,1,0,MagicAlchHarmful,0x10AA4A,0x10AA4A
Dreugh Wax,0x1CCA138,Resist Poison,0x90041,0.157,4.63,60,1,0,0,0,1,0,0,0,MagicAlchResistPoison;MagicAlchBeneficial,0x90041,0x90041
Druadach Dart,0x83302A5,Lingering Damage Undead,0x10DE5E,12.8,0.52,10,1,0,0,0,0,1,1,0,MagicAlchHarmful,0x10DE5E,0x10DE5E
Druadach Dart,0x83302A5,Speed,0x80425F1,0.098,2,120,1,0,0,0,1,0,0,0,MagicAlchBeneficial;MagicAlchFortifySpeed_CACO,0x80425F1,0x80425F1
Druadach Dart,0x83302A5,Fortify Archery,0x3EB1B,0.325,3.08,60,1,0,0,0,1,0,0,0,MagicAlchFortifyMarksman;MagicAlchBeneficial,0x3EB1B,0x3EB1B
Druadach Dart,0x83302A5,Waterbreathing,0x3AC2D,7.7,0,399,0,1,1,0,1,0,0,1,MagicAlchBeneficial;MagicAlchDurationBased,0x3AC2D,0x3AC2D
Dwarven Oil,0xF11C0,Fortify Sneak,0x3EB22,0.89,1.21,60,1,0,0,0,1,0,0,0,MagicAlchFortifySneak;MagicAlchBeneficial,0x3EB22,0x3EB22
Dwarven Oil,0xF11C0,Magic Aversion,0x73F51,0.43,4.57,30,1,0,0,0,0,1,1,0,MagicAlchHarmful;MagicAlchWeaknessMagic,0x73F51,0x73F51
Dwarven Oil,0xF11C0,Fortify Illusion,0x3EB27,0.172,3.74,60,1,0,0,0,1,0,0,0,MagicAlchFortifyIllusion;MagicAlchBeneficial,0x3EB27,0x3EB27
Dwarven Oil,0xF11C0,Fortify Lockpicking,0x3EB21,0.58,2.24,30,1,0,0,0,1,0,0,0,MagicAlchFortifyLockpicking;MagicAlchBeneficial,0x3EB21,0x3EB21
Ebony Jewelwing,0x8660003,Resist Paralysis,0x806AE49,19,0,381,0,1,1,0,1,0,0,1,MagicAlchResistParalysis_CACO;MagicAlchDurationBased;MagicAlchBeneficial,0x806AE49,0x806AE49
Ebony Jewelwing,0x8660003,Damage Magicka Regen,0x73F2B,0.36,3.35,30,1,0,0,0,0,1,1,0,MagicAlchHarmful;MagicAlchDamageMagickaRegen_CACO,0x73F2B,0x73F2B
Ebony Jewelwing,0x8660003,Resist Shock,0x3EAEC,0.365,2.2,60,1,0,0,0,1,0,0,0,MagicAlchResistShock;MagicAlchBeneficial,0x3EAEC,0x3EAEC
Ebony Jewelwing,0x8660003,Detect Life,0x804C7FF,18.6,0,300,0,1,1,0,1,0,0,1,MagicAlchBeneficial;MagicAlchDurationBased;MagicAlchDetectLife_CACO,0x804C7FF,0x804C7FF
Ectoplasm,0x3AD63,Etherealize,0x80425EF,174,0,80,0,1,1,0,1,0,0,1,MagicAlchDurationBased;MagicAlchBeneficial;MagicAlchEtherealize_CACO,0x80425EF,0x80425EF
Ectoplasm,0x3AD63,Fortify Illusion,0x3EB27,0.172,5.81,60,1,0,0,0,1,0,0,0,MagicAlchFortifyIllusion;MagicAlchBeneficial,0x3EB27,0x3EB27
Ectoplasm,0x3AD63,Magicka Fortification,0x3EAF8,0.13,7.22,60,1,0,0,0,1,0,0,0,MagicAlchFortifyMagicka;MagicAlchBeneficial,0x3EAF8,0x3EAF8
Ectoplasm,0x3AD63,Damage Health,0x3EB42,7.9,4.87,1,1,0,0,0,0,1,1,0,MagicAlchHarmful;MagicAlchDamageHealth,0x3EB42,0x3EB42
Elven Heart,0x8A100FF,Magicka Regeneration,0x3EB07,0.0252,8.3,240,1,0,0,0,1,0,0,0,MagicAlchFortifyMagickaRate;MagicAlchBeneficial,0x3EB07,0x3EB07
Elven Heart,0x8A100FF,Fortify Conjuration,0x3EB25,0.172,5.4,60,1,0,0,0,1,0,0,0,MagicAlchFortifyConjuration;MagicAlchBeneficial,0x3EB25,0x3EB25
Elven Heart,0x8A100FF,Fortify Destruction,0x3EB26,0.325,3.22,60,1,0,0,0,1,0,0,0,MagicAlchFortifyDestruction;MagicAlchBeneficial,0x3EB26,0x3EB26
Elven Heart,0x8A100FF,Fortify Illusion,0x3EB27,0.172,4.98,60,1,0,0,0,1,0,0,0,MagicAlchFortifyIllusion;MagicAlchBeneficial,0x3EB27,0x3EB27
Elves Ear,0x34D31,Magicka,0x3EB17,4.7,3.7,1,1,0,0,0,1,0,0,0,MagicAlchRestoreMagicka;MagicAlchBeneficial,0x3EB17,0x3EB17
Elves Ear,0x34D31,Health,0x3EB15,5.3,2.77,1,1,0,0,0,1,0,0,0,MagicAlchRestoreHealth;MagicAlchBeneficial,0x3EB15,0x3EB15
Elves Ear,0x34D31,Frost Aversion,0x73F2E,0.32,2.23,30,1,0,0,0,0,1,1,0,MagicAlchHarmful;MagicAlchWeaknessFrost,0x73F2E,0x73F2E
Elves Ear,0x34D31,Resist Fire,0x3EAEA,0.365,0.55,60,1,0,0,0,1,0,0,0,MagicAlchResistFire;MagicAlchBeneficial,0x3EAEA,0x3EAEA
Elves Ear Extract,0x85A97E0,Magicka,0x3EB17,4.7,9.25,1,1,0,0,0,1,0,0,0,MagicAlchRestoreMagicka;MagicAlchBeneficial,0x3EB17,0x3EB17
Elves Ear Extract,0x85A97E0,Health,0x3EB15,5.3,9.25,1,1,0,0,0,1,0,0,0,MagicAlchRestoreHealth;MagicAlchBeneficial,0x3EB15,0x3EB15
Elves Ear Extract,0x85A97E0,Frost Aversion,0x73F2E,0.32,4.45,30,1,0,0,0,0,1,1,0,MagicAlchHarmful;MagicAlchWeaknessFrost,0x73F2E,0x73F2E
Elves Ear Extract,0x85A97E0,Resist Fire,0x3EAEA,0.365,2.2,60,1,0,0,0,1,0,0,0,MagicAlchResistFire;MagicAlchBeneficial,0x3EAEA,0x3EAEA
Elytra Ichor,0xFE004828,Magicka,0x3EB17,4.7,11,1,1,0,0,0,1,0,0,0,MagicAlchRestoreMagicka;MagicAlchBeneficial,0x3EB17,0x3EB17
Elytra Ichor,0xFE004828,Etherealize,0x80425EF,174,0,53,0,1,1,0,1,0,0,1,MagicAlchDurationBased;MagicAlchBeneficial;MagicAlchEtherealize_CACO,0x80425EF,0x80425EF
Elytra Ichor,0xFE004828,Lingering Damage Undead,0x10DE5E,12.8,0.4,10,1,0,0,0,0,1,1,0,MagicAlchHarmful,0x10DE5E,0x10DE5E
Elytra Ichor,0xFE004828,Silence,0x73F27,113,0,85,0,1,1,0,0,1,1,1,MagicAlchHarmful;MagicAlchDurationBased;MagicAlchSilence_CACO,0x73F27,0x73F27
Emerald Darner,0x8660013,Waterwalking,0x40390E1,9.4,0,732,0,1,1,0,1,0,0,1,MagicAlchBeneficial;MagicAlchDurationBased,0x40390E1,0x40390E1
Emerald Darner,0x8660013,Cure Disease,0xAE722,45,1,0,0,0,0,1,1,0,0,0,MagicAlchBeneficial;MagicAlchCureDisease_CACO,0xAE722,0xAE722
Emerald Darner,0x8660013,Damage Undead,0x10DE5F,8.3,4.87,1,1,0,0,0,0,1,1,0,MagicAlchHarmful;MagicAlchDamageHealth,0x10DE5F,0x10DE5F
