ingredient_name,form_id,effect_name,effect_form_id,base_cost,magnitude,duration,power_affects_magnitude,power_affects_duration,no_magnitude,no_duration,beneficial,harmful,hostile,duration_based,keyword_editor_ids,source_effect_form_id,resolved_effect_form_id
Chokeweed,0xFE004804,Restore Stamina,0x3EB16,0.6,6,0,1,0,0,1,1,0,0,0,MagicAlchRestoreStamina;MagicAlchBeneficial,0x3EB16,0x3EB16
Chokeweed,0xFE004804,Cure Disease,0xAE722,0.5,2,0,1,0,0,1,1,0,0,0,MagicAlchBeneficial,0xAE722,0xAE722
Chokeweed,0xFE004804,Damage Magicka,0x3A2B6,2.2,4,0,1,0,0,0,0,1,1,0,MagicAlchHarmful,0x3A2B6,0x3A2B6
Coda Flower,0xFE004805,Damage Health,0x3EB42,3,3,1,1,0,0,0,0,1,1,0,MagicAlchHarmful,0x3EB42,0x3EB42
Coda Flower,0xFE004805,Lingering Damage Stamina,0x10DE5E,1.8,2,10,1,0,0,0,0,1,1,0,MagicAlchHarmful,0x10DE5E,0x10DE5E
Coda Flower,0xFE004805,Ravage Magicka,0x73F27,1,3,10,1,0,0,0,0,1,1,0,MagicAlchHarmful,0x73F27,0x73F27
Coda Flower,0xFE004805,Fortify Carry Weight,0x3EB01,0.15,5,300,1,0,0,0,1,0,0,0,MagicAlchFortifyCarryWeight;MagicAlchBeneficial,0x3EB01,0x3EB01
Comberry,0xFE004806,Damage Stamina,0x3A2C6,1.8,4,0,1,0,0,0,0,1,1,0,MagicAlchHarmful,0x3A2C6,0x3A2C6
Comberry,0xFE004806,Spell Absorption,0xFE004812,0.1,50,60,0,1,0,0,1,0,0,1,MagicAlchBeneficial,0xFE004812,0xFE004812
Comberry,0xFE004806,Restore Magicka,0x3EB17,0.6,6,0,1,0,0,1,1,0,0,0,MagicAlchRestoreMagicka;MagicAlchBeneficial,0x3EB17,0x3EB17
Comberry,0xFE004806,Fortify Destruction,0x3EB26,0.5,6,60,1,0,0,0,1,0,0,0,MagicAlchFortifyDestruction;MagicAlchBeneficial,0x3EB26,0x3EB26
Congealed Putrescence,0xFE004807,Ravage Health,0x73F26,0.4,3,20,1,0,0,0,0,1,1,0,MagicAlchHarmful,0x73F26,0x73F26
Congealed Putrescence,0xFE004807,Restore Magicka,0x3EB17,0.6,6,0,1,0,0,1,1,0,0,0,MagicAlchRestoreMagicka;MagicAlchBeneficial,0x3EB17,0x3EB17
Congealed Putrescence,0xFE004807,Weakness to Fire,0x73F2D,0.6,4,30,1,0,0,0,0,1,1,0,MagicAlchHarmful;MagicAlchWeaknessFire,0x73F2D,0x73F2D
Congealed Putrescence,0xFE004807,Fortify Conjuration,0x3EB25,0.25,6,60,1,0,0,0,1,0,0,0,MagicAlchFortifyConjuration;MagicAlchBeneficial,0x3EB25,0x3EB25
Corkbulb Root,0xFE004809,Paralysis,0x73F30,500,0,2,0,1,1,0,0,1,1,1,MagicParalysis;MagicAlchHarmful,0x73F30,0x73F30
Corkbulb Root,0xFE004809,Restore Health,0x3EB15,0.5,6,0,1,0,0,1,1,0,0,0,MagicAlchRestoreHealth;MagicAlchBeneficial,0x3EB15,0x3EB15
Corkbulb Root,0xFE004809,Resist Shock,0x3EAEC,0.5,4,60,1,0,0,0,1,0,0,0,MagicAlchResistShock;MagicAlchBeneficial,0x3EAEC,0x3EAEC
Corkbulb Root,0xFE004809,Fortify Archery,0x3EB1B,0.5,5,60,1,0,0,0,1,0,0,0,MagicAlchFortifyMarksman;MagicAlchBeneficial,0x3EB1B,0x3EB1B
Creep Cluster,0xB2183,Restore Magicka,0x3EB17,0.6,5,0,1,0,0,1,1,0,0,0,MagicAlchRestoreMagicka;MagicAlchBeneficial,0x3EB17,0x3EB17
Creep Cluster,0xB2183,Damage Stamina Regen,0x73F2C,0.3,100,5,0,1,0,0,0,1,1,1,MagicAlchHarmful,0x73F2C,0x73F2C
Creep Cluster,0xB2183,Fortify Carry Weight,0x3EB01,0.15,4,300,1,0,0,0,1,0,0,0,MagicAlchFortifyCarryWeight;MagicAlchBeneficial,0x3EB01,0x3EB01
Creep Cluster,0xB2183,Weakness to Magic,0x73F51,1,2,30,1,0,0,0,0,1,1,0,MagicAlchHarmful;MagicAlchWeaknessMagic,0x73F51,0x73F51
Crimson Nirnroot,0xB701A,Damage Health,0x3EB42,3,6,1,1,0,0,0,0,1,1,0,MagicAlchHarmful,0x3EB42,0x3EB42
Crimson Nirnroot,0xB701A,Damage Stamina,0x3A2C6,1.8,9,0,1,0,0,0,0,1,1,0,MagicAlchHarmful,0x3A2C6,0x3A2C6
Crimson Nirnroot,0xB701A,Invisibility,0x3EB3D,100,0,4,0,1,1,0,1,0,0,1,MagicInvisibility;MagicAlchBeneficial;MagicAlchDurationBased,0x3EB3D,0x3EB3D
Crimson Nirnroot,0xB701A,Resist Magic,0x39E51,1,1,60,1,0,0,0,1,0,0,0,MagicAlchResistMagic;MagicAlchBeneficial,0x39E51,0x39E51
Cyrodilic Spadetail,0x106E19,Damage Stamina,0x3A2C6,1.8,3,0,1,0,0,0,0,1,1,0,MagicAlchHarmful,0x3A2C6,0x3A2C6
Cyrodilic Spadetail,0x106E19,Fortify Restoration,0x3EB28,0.5,4,60,1,0,0,0,1,0,0,0,MagicAlchFortifyRestoration;MagicAlchBeneficial,0x3EB28,0x3EB28
Cyrodilic Spadetail,0x106E19,Fear,0x73F20,5,1,30,1,0,0,0,0,1,1,0,MagicInfluenceFear;MagicAlchHarmful;MagicInfluence,0x73F20,0x73F20
Cyrodilic Spadetail,0x106E19,Ravage Health,0x73F26,0.4,2,10,1,0,0,0,0,1,1,0,MagicAlchHarmful,0x73F26,0x73F26
Daedra Heart,0x3AD5B,Restore Health,0x3EB15,0.5,5,0,1,0,0,1,1,0,0,0,MagicAlchRestoreHealth;MagicAlchBeneficial,0x3EB15,0x3EB15
Daedra Heart,0x3AD5B,Damage Stamina Regen,0x73F2C,0.3,100,5,0,1,0,0,0,1,1,1,MagicAlchHarmful,0x73F2C,0x73F2C
Daedra Heart,0x3AD5B,Damage Magicka,0x3A2B6,2.2,3,0,1,0,0,0,0,1,1,0,MagicAlchHarmful,0x3A2B6,0x3A2B6
Daedra Heart,0x3AD5B,Fear,0x73F20,5,1,30,1,0,0,0,0,1,1,0,MagicInfluenceFear;MagicAlchHarmful;MagicInfluence,0x73F20,0x73F20
Daedra Silk,0xFE00480A,Lingering Damage Stamina,0x10DE5E,1.8,2,10,1,0,0,0,0,1,1,0,MagicAlchHarmful,0x10DE5E,0x10DE5E
Daedra Silk,0xFE00480A,Paralysis,0x73F30,500,0,2,0,1,1,0,0,1,1,1,MagicParalysis;MagicAlchHarmful,0x73F30,0x73F30
Daedra Silk,0xFE00480A,Night Eye,0xFE004803,0.75,0,60,0,1,0,0,1,0,0,1,MagicNightEye,0xFE004803,0xFE004803
Daedra Silk,0xFE00480A,Invisibility,0x3EB3D,100,0,6,0,1,1,0,1,0,0,1,MagicInvisibility;MagicAlchBeneficial;MagicAlchDurationBased,0x3EB3D,0x3EB3D
Daedra Venin,0xFE00480B,Ravage Health,0x73F26,0.4,3,20,1,0,0,0,0,1,1,0,MagicAlchHarmful,0x73F26,0x73F26
Daedra Venin,0xFE00480B,Paralysis,0x73F30,500,0,2,0,1,1,0,0,1,1,1,MagicParalysis;MagicAlchHarmful,0x73F30,0x73F30
Daedra Venin,0xFE00480B,Fortify Destruction,0x3EB26,0.5,6,60,1,0,0,0,1,0,0,0,MagicAlchFortifyDestruction;MagicAlchBeneficial,0x3EB26,0x3EB26
Daedra Venin,0xFE00480B,Spell Absorption,0xFE004812,0.1,50,60,0,1,0,0,1,0,0,1,MagicAlchBeneficial,0xFE004812,0xFE004812
Daedroth Teeth,0xFE004826,Resist Frost,0x3EAEB,0.5,4,60,1,0,0,0,1,0,0,0,MagicAlchResistFrost;MagicAlchBeneficial,0x3EAEB,0x3EAEB
Daedroth Teeth,0xFE004826,Light,0xFE004846,0.5,0,60,0,1,0,0,1,0,0,1,WISpellColorful;MagicAlchBeneficial,0xFE004846,0xFE004846
Daedroth Teeth,0xFE004826,Damage Magicka Regen,0x73F2B,0.5,100,10,0,1,0,0,0,1,1,1,MagicAlchHarmful,0x73F2B,0x73F2B
Daedroth Teeth,0xFE004826,Regenerate Stamina,0x3EB08,0.1,6,300,1,0,0,0,1,0,0,0,MagicAlchFortifyStaminaRate;MagicAlchBeneficial,0x3EB08,0x3EB08
Deathbell,0x516C8,Damage Health,0x3EB42,3,3,1,1,0,0,0,0,1,1,0,MagicAlchHarmful,0x3EB42,0x3EB42
Deathbell,0x516C8,Ravage Stamina,0x73F23,1.6,2,20,1,0,0,0,0,1,1,0,MagicAlchHarmful,0x73F23,0x73F23
Deathbell,0x516C8,Slow,0x73F25,1,50,5,0,1,0,0,0,1,1,1,MagicAlchHarmful;MagicSlow,0x73F25,0x73F25
Deathbell,0x516C8,Weakness to Poison,0x90042,1,2,30,1,0,0,0,0,1,1,0,MagicAlchHarmful;USKPMagicAlchWeaknessPoison,0x90042,0x90042
Dragon's Tongue,0x889A2,Resist Fire,0x3EAEA,0.5,3,60,1,0,0,0,1,0,0,0,MagicAlchResistFire;MagicAlchBeneficial,0x3EAEA,0x3EAEA
Dragon's Tongue,0x889A2,Fortify Barter,0x3EB23,2,1,30,1,0,0,0,1,0,0,0,MagicAlchFortifySpeechcraft;MagicAlchBeneficial,0x3EB23,0x3EB23
Dragon's Tongue,0x889A2,Fortify Illusion,0x3EB27,0.4,1,60,1,0,0,0,1,0,0,0,MagicAlchFortifyIllusion;MagicAlchBeneficial,0x3EB27,0x3EB27
Dragon's Tongue,0x889A2,Fortify Two-handed,0x3EB1A,0.5,4,60,1,0,0,0,1,0,0,0,MagicAlchFortifyTwoHanded;MagicAlchBeneficial,0x3EB1A,0x3EB1A
Dreugh Wax,0xFE004827,Weakness to Magic,0x73F51,1,3,30,1,0,0,0,0,1,1,0,MagicAlchHarmful;MagicAlchWeaknessMagic,0x73F51,0x73F51
Dreugh Wax,0xFE004827,Frenzy,0x73F29,15,1,20,1,0,0,0,0,1,1,0,MagicAlchHarmful;MagicInfluence;MagicInfluenceFrenzy,0x73F29,0x73F29
Dreugh Wax,0xFE004827,Fortify Enchanting,0x3EB29,0.6,2,30,1,0,0,0,1,0,0,0,MagicAlchFortifyEnchanting;MagicAlchBeneficial,0x3EB29,0x3EB29
Dreugh Wax,0xFE004827,Fortify Smithing,0x3EB1D,0.75,5,30,1,0,0,0,1,0,0,0,MagicAlchFortifySmithing;MagicAlchBeneficial,0x3EB1D,0x3EB1D
Dwarven Oil,0xF11C0,Weakness to Magic,0x73F51,1,2,30,1,0,0,0,0,1,1,0,MagicAlchHarmful;MagicAlchWeaknessMagic,0x73F51,0x73F51
Dwarven Oil,0xF11C0,Fortify Illusion,0x3EB27,0.4,4,60,1,0,0,0,1,0,0,0,MagicAlchFortifyIllusion;MagicAlchBeneficial,0x3EB27,0x3EB27
Dwarven Oil,0xF11C0,Regenerate Magicka,0x3EB07,0.1,5,300,1,0,0,0,1,0,0,0,MagicAlchFortifyMagickaRate;MagicAlchBeneficial,0x3EB07,0x3EB07
Dwarven Oil,0xF11C0,Restore Magicka,0x3EB17,0.6,5,0,1,0,0,1,1,0,0,0,MagicAlchRestoreMagicka;MagicAlchBeneficial,0x3EB17,0x3EB17
Ectoplasm,0x3AD63,Restore Magicka,0x3EB17,0.6,5,0,1,0,0,1,1,0,0,0,MagicAlchRestoreMagicka;MagicAlchBeneficial,0x3EB17,0x3EB17
Ectoplasm,0x3AD63,Fortify Destruction,0x3EB26,0.5,4,60,1,0,0,0,1,0,0,0,MagicAlchFortifyDestruction;MagicAlchBeneficial,0x3EB26,0x3EB26
Ectoplasm,0x3AD63,Fortify Magicka,0x3EAF8,0.3,4,60,1,0,0,0,1,0,0,0,MagicAlchFortifyMagicka;MagicAlchBeneficial,0x3EAF8,0x3EAF8
Ectoplasm,0x3AD63,Damage Health,0x3EB42,3,2,1,1,0,0,0,0,1,1,0,MagicAlchHarmful,0x3EB42,0x3EB42
Elves Ear,0x34D31,Restore Magicka,0x3EB17,0.6,5,0,1,0,0,1,1,0,0,0,MagicAlchRestoreMagicka;MagicAlchBeneficial,0x3EB17,0x3EB17
Elves Ear,0x34D31,Fortify Archery,0x3EB1B,0.5,4,60,1,0,0,0,1,0,0,0,MagicAlchFortifyMarksman;MagicAlchBeneficial,0x3EB1B,0x3EB1B
Elves Ear,0x34D31,Weakness to Frost,0x73F2E,0.5,2,30,1,0,0,0,0,1,1,0,MagicAlchHarmful;MagicAlchWeaknessFrost,0x73F2E,0x73F2E
Elves Ear,0x34D31,Resist Fire,0x3EAEA,0.5,3,30,1,0,0,0,1,0,0,0,MagicAlchResistFire;MagicAlchBeneficial,0x3EAEA,0x3EAEA
Elytra Ichor,0xFE004828,Restore Magicka,0x3EB17,0.6,6,0,1,0,0,1,1,0,0,0,MagicAlchRestoreMagicka;MagicAlchBeneficial,0x3EB17,0x3EB17
Elytra Ichor,0xFE004828,Invisibility,0x3EB3D,100,0,6,0,1,1,0,1,0,0,1,MagicInvisibility;MagicAlchBeneficial;MagicAlchDurationBased,0x3EB3D,0x3EB3D
Elytra Ichor,0xFE004828,Slow,0x73F25,1,50,10,0,1,0,0,0,1,1,1,MagicAlchHarmful;MagicSlow,0x73F25,0x73F25
Elytra Ichor,0xFE004828,Fear,0x73F20,5,2,30,1,0,0,0,0,1,1,0,MagicInfluenceFear;MagicAlchHarmful;MagicInfluence,0x73F20,0x73F20
Emperor Parasol Moss,0x401FF75,Damage Health,0x3EB42,3,3,0,1,0,0,0,0,1,1,0,MagicAlchHarmful,0x3EB42,0x3EB42
Emperor Parasol Moss,0x401FF75,Fortify Magicka,0x3EAF8,0.3,4,60,1,0,0,0,1,0,0,0,MagicAlchFortifyMagicka;MagicAlchBeneficial,0x3EAF8,0x3EAF8
Emperor Parasol Moss,0x401FF75,Regenerate Health,0x3EB06,0.1,5,300,1,0,0,0,1,0,0,0,MagicAlchFortifyHealRate;MagicAlchBeneficial,0x3EB06,0x3EB06
Emperor Parasol Moss,0x401FF75,Fortify Two-handed,0x3EB1A,0.5,4,60,1,0,0,0,1,0,0,0,MagicAlchFortifyTwoHanded;MagicAlchBeneficial,0x3EB1A,0x3EB1A
Eye of Sabre Cat,0x6BC07,Restore Stamina,0x3EB16,0.6,5,0,1,0,0,1,1,0,0,0,MagicAlchRestoreStamina;MagicAlchBeneficial,0x3EB16,0x3EB16
Eye of Sabre Cat,0x6BC07,Ravage Health,0x73F26,0.4,2,10,1,0,0,0,0,1,1,0,MagicAlchHarmful,0x73F26,0x73F26
Eye of Sabre Cat,0x6BC07,Damage Magicka,0x3A2B6,2.2,3,0,1,0,0,0,0,1,1,0,MagicAlchHarmful,0x3A2B6,0x3A2B6
Eye of Sabre Cat,0x6BC07,Restore Health,0x3EB15,0.5,5,0,1,0,0,1,1,0,0,0,MagicAlchRestoreHealth;MagicAlchBeneficial,0x3EB15,0x3EB15
Falmer Ear,0x3AD5D,Damage Health,0x3EB42,3,2,1,1,0,0,0,0,1,1,0,MagicAlchHarmful,0x3EB42,0x3EB42
Falmer Ear,0x3AD5D,Frenzy,0x73F29,15,1,10,1,0,0,0,0,1,1,0,MagicAlchHarmful;MagicInfluence;MagicInfluenceFrenzy,0x73F29,0x73F29
Falmer Ear,0x3AD5D,Resist Poison,0x90041,0.5,4,60,1,0,0,0,1,0,0,0,MagicAlchResistPoison;MagicAlchBeneficial,0x90041,0x90041
Falmer Ear,0x3AD5D,Fortify Lockpicking,0x3EB21,0.5,2,30,1,0,0,0,1,0,0,0,MagicAlchFortifyLockpicking;MagicAlchBeneficial,0x3EB21,0x3EB21
Felsaad Tern Feathers,0x403CD8E,Restore Health,0x3EB15,0.5,1,0,1,0,0,1,1,0,0,0,MagicAlchRestoreHealth;MagicAlchBeneficial,0x3EB15,0x3EB15
Felsaad Tern Feathers,0x403CD8E,Fortify Light Armor,0x3EB1F,0.5,2,60,1,0,0,0,1,0,0,0,MagicAlchFortifyLightArmor;MagicAlchBeneficial,0x3EB1F,0x3EB1F
Felsaad Tern Feathers,0x403CD8E,Cure Disease,0xAE722,0.5,5,0,1,0,0,1,1,0,0,0,MagicAlchBeneficial,0xAE722,0xAE722
Felsaad Tern Feathers,0x403CD8E,Resist Magic,0x39E51,1,1,60,1,0,0,0,1,0,0,0,MagicAlchResistMagic;MagicAlchBeneficial,0x39E51,0x39E51
Fire Petal,0xFE004829,Damage Health,0x3EB42,3,3,1,1,0,0,0,0,1,1,0,MagicAlchHarmful,0x3EB42,0x3EB42
Fire Petal,0xFE004829,Resist Fire,0x3EAEA,0.5,4,60,1,0,0,0,1,0,0,0,MagicAlchResistFire;MagicAlchBeneficial,0x3EAEA,0x3EAEA
Fire Petal,0xFE004829,Spell Absorption,0xFE004812,0.1,50,60,0,1,0,0,1,0,0,1,MagicAlchBeneficial,0xFE004812,0xFE004812
Fire Petal,0xFE004829,Paralysis,0x73F30,500,0,2,0,1,1,0,0,1,1,1,MagicParalysis;MagicAlchHarmful,0x73F30,0x73F30
Fire Salts,0x3AD5E,Weakness to Frost,0x73F2E,0.5,3,30,1,0,0,0,0,1,1,0,MagicAlchHarmful;MagicAlchWeaknessFrost,0x73F2E,0x73F2E
Fire Salts,0x3AD5E,Resist Fire,0x3EAEA,0.5,3,60,1,0,0,0,1,0,0,0,MagicAlchResistFire;MagicAlchBeneficial,0x3EAEA,0x3EAEA
Fire Salts,0x3AD5E,Restore Magicka,0x3EB17,0.6,5,0,1,0,0,1,1,0,0,0,MagicAlchRestoreMagicka;MagicAlchBeneficial,0x3EB17,0x3EB17
Fire Salts,0x3AD5E,Regenerate Magicka,0x3EB07,0.1,5,300,1,0,0,0,1,0,0,0,MagicAlchFortifyMagickaRate;MagicAlchBeneficial,0x3EB07,0x3EB07
Flame Stalk,0xFE00482A,Restore Health,0x3EB15,0.5,6,0,1,0,0,1,1,0,0,0,MagicAlchRestoreHealth;MagicAlchBeneficial,0x3EB15,0x3EB15
Flame Stalk,0xFE00482A,Resist Frost,0x3EAEB,0.5,4,60,1,0,0,0,1,0,0,0,MagicAlchResistFrost;MagicAlchBeneficial,0x3EAEB,0x3EAEB
Flame Stalk,0xFE00482A,Weakness to Fire,0x73F2D,0.6,4,30,1,0,0,0,0,1,1,0,MagicAlchHarmful;MagicAlchWeaknessFire,0x73F2D,0x73F2D
Flame Stalk,0xFE00482A,Invisibility,0x3EB3D,100,0,6,0,1,1,0,1,0,0,1,MagicInvisibility;MagicAlchBeneficial;MagicAlchDurationBased,0x3EB3D,0x3EB3D
Flame Stalk,0x6095E23,Restore Health,0x3EB15,0.5,6,0,1,0,0,1,1,0,0,0,MagicAlchRestoreHealth;MagicAlchBeneficial,0x3EB15,0x3EB15
Flame Stalk,0x6095E23,Resist Frost,0x3EAEB,0.5,4,60,1,0,0,0,1,0,0,0,MagicAlchResistFrost;MagicAlchBeneficial,0x3EAEB,0x3EAEB
Flame Stalk,0x6095E23,Weakness to Fire,0x73F2D,0.6,4,30,1,0,0,0,0,1,1,0,MagicAlchHarmful;MagicAlchWeaknessFire,0x73F2D,0x73F2D
Flame Stalk,0x6095E23,Invisibility,0x3EB3D,100,0,6,0,1,1,0,1,0,0,1,MagicInvisibility;MagicAlchBeneficial;MagicAlchDurationBased,0x3EB3D,0x3EB3D
Fly Amanita,0x4DA00,Resist Fire,0x3EAEA,0.5,3,60,1,0,0,0,1,0,0,0,MagicAlchResistFire;MagicAlchBeneficial,0x3EAEA,0x3EAEA
Fly Amanita,0x4DA00,Fortify Two-handed,0x3EB1A,0.5,4,60,1,0,0,0,1,0,0,0,MagicAlchFortifyTwoHanded;MagicAlchBeneficial,0x3EB1A,0x3EB1A
Fly Amanita,0x4DA00,Frenzy,0x73F29,15,1,10,1,0,0,0,0,1,1,0,MagicAlchHarmful;MagicInfluence;MagicInfluenceFrenzy,0x73F29,0x73F29
Fly Amanita,0x4DA00,Regenerate Stamina,0x3EB08,0.1,5,300,1,0,0,0,1,0,0,0,MagicAlchFortifyStaminaRate;MagicAlchBeneficial,0x3EB08,0x3EB08
Frost Mirriam,0x34D32,Resist Frost,0x3EAEB,0.5,3,60,1,0,0,0,1,0,0,0,MagicAlchResistFrost;MagicAlchBeneficial,0x3EAEB,0x3EAEB
Frost Mirriam,0x34D32,Fortify Sneak,0x3EB22,0.5,4,60,1,0,0,0,1,0,0,0,MagicAlchFortifySneak;MagicAlchBeneficial,0x3EB22,0x3EB22
Frost Mirriam,0x34D32,Ravage Magicka,0x73F27,1,2,10,1,0,0,0,0,1,1,0,MagicAlchHarmful,0x73F27,0x73F27
Frost Mirriam,0x34D32,Damage Stamina Regen,0x73F2C,0.3,100,5,0,1,0,0,0,1,1,1,MagicAlchHarmful,0x73F2C,0x73F2C
Frost Salts,0x3AD5F,Weakness to Fire,0x73F2D,0.6,3,30,1,0,0,0,0,1,1,0,MagicAlchHarmful;MagicAlchWeaknessFire,0x73F2D,0x73F2D
Frost Salts,0x3AD5F,Resist Frost,0x3EAEB,0.5,3,60,1,0,0,0,1,0,0,0,MagicAlchResistFrost;MagicAlchBeneficial,0x3EAEB,0x3EAEB
Frost Salts,0x3AD5F,Restore Magicka,0x3EB17,0.6,5,0,1,0,0,1,1,0,0,0,MagicAlchRestoreMagicka;MagicAlchBeneficial,0x3EB17,0x3EB17
Frost Salts,0x3AD5F,Fortify Conjuration,0x3EB25,0.25,5,60,1,0,0,0,1,0,0,0,MagicAlchFortifyConjuration;MagicAlchBeneficial,0x3EB25,0x3EB25
Fungus Stalk,0xFE00482B,Restore Magicka,0x3EB17,0.6,6,0,1,0,0,1,1,0,0,0,MagicAlchRestoreMagicka;MagicAlchBeneficial,0x3EB17,0x3EB17
Fungus Stalk,0xFE00482B,Fortify Health,0x3EAF3,0.35,5,300,1,0,0,0,1,0,0,0,MagicAlchFortifyHealth;MagicAlchBeneficial,0x3EAF3,0x3EAF3
Fungus Stalk,0xFE00482B,Fortify Stamina,0x3EAF9,0.3,5,300,1,0,0,0,1,0,0,0,MagicAlchFortifyStamina;MagicAlchBeneficial,0x3EAF9,0x3EAF9
Fungus Stalk,0xFE00482B,Waterbreathing,0x3AC2D,30,0,8,0,1,1,0,1,0,0,1,MagicAlchBeneficial;MagicAlchDurationBased,0x3AC2D,0x3AC2D
Garlic,0x34D22,Resist Poison,0x90041,0.5,4,60,1,0,0,0,1,0,0,0,MagicAlchResistPoison;MagicAlchBeneficial,0x90041,0x90041
Garlic,0x34D22,Fortify Stamina,0x3EAF9,0.3,4,60,1,0,0,0,1,0,0,0,MagicAlchFortifyStamina;MagicAlchBeneficial,0x3EAF9,0x3EAF9
Garlic,0x34D22,Regenerate Magicka,0x3EB07,0.1,5,300,1,0,0,0,1,0,0,0,MagicAlchFortifyMagickaRate;MagicAlchBeneficial,0x3EB07,0x3EB07
Garlic,0x34D22,Regenerate Health,0x3EB06,0.1,5,300,1,0,0,0,1,0,0,0,MagicAlchFortifyHealRate;MagicAlchBeneficial,0x3EB06,0x3EB06
Giant Lichen,0x7E8C1,Weakness to Shock,0x73F2F,0.7,3,30,1,0,0,0,0,1,1,0,MagicAlchHarmful;MagicAlchWeaknessShock,0x73F2F,0x73F2F
Giant Lichen,0x7E8C1,Ravage Health,0x73F26,0.4,2,10,1,0,0,0,0,1,1,0,MagicAlchHarmful,0x73F26,0x73F26
Giant Lichen,0x7E8C1,Weakness to Poison,0x90042,1,2,30,1,0,0,0,0,1,1,0,MagicAlchHarmful;USKPMagicAlchWeaknessPoison,0x90042,0x90042
Giant Lichen,0x7E8C1,Restore Magicka,0x3EB17,0.6,5,0,1,0,0,1,1,0,0,0,MagicAlchRestoreMagicka;MagicAlchBeneficial,0x3EB17,0x3EB17
Giant's Toe,0x3AD64,Damage Stamina,0x3A2C6,1.8,3,0,1,0,0,0,0,1,1,0,MagicAlchHarmful,0x3A2C6,0x3A2C6
Giant's Toe,0x3AD64,Fortify Health,0x3EAF3,0.35,4,300,1,0,0,0,1,0,0,0,MagicAlchFortifyHealth;MagicAlchBeneficial,0x3EAF3,0x3EAF3
Giant's Toe,0x3AD64,Fortify Carry Weight,0x3EB01,0.15,4,300,1,0,0,0,1,0,0,0,MagicAlchFortifyCarryWeight;MagicAlchBeneficial,0x3EB01,0x3EB01
Giant's Toe,0x3AD64,Damage Stamina Regen,0x73F2C,0.3,100,5,0,1,0,0,0,1,1,1,MagicAlchHarmful,0x73F2C,0x73F2C
Glassfish,0x50008EE,Restore Magicka,0x3EB17,0.6,5,0,1,0,0,1,1,0,0,0,MagicAlchRestoreMagicka;MagicAlchBeneficial,0x3EB17,0x3EB17
Glassfish,0x50008EE,Invisibility,0x3EB3D,100,0,4,0,1,1,0,1,0,0,1,MagicInvisibility;MagicAlchBeneficial;MagicAlchDurationBased,0x3EB3D,0x3EB3D
Glassfish,0x50008EE,Fortify Illusion,0x3EB27,0.4,1,60,1,0,0,0,1,0,0,0,MagicAlchFortifyIllusion;MagicAlchBeneficial,0x3EB27,0x3EB27
Glassfish,0x50008EE,Fortify Persuasion,0xD6947,0.5,1,30,1,0,0,0,1,0,0,0,MagicAlchFortifySpeechcraft;MagicAlchBeneficial,0xD6947,0xD6947
Gleamblossom,0x200B097,Resist Magic,0x39E51,1,1,60,1,0,0,0,1,0,0,0,MagicAlchResistMagic;MagicAlchBeneficial,0x39E51,0x39E51
Gleamblossom,0x200B097,Fear,0x73F20,5,1,30,1,0,0,0,0,1,1,0,MagicInfluenceFear;MagicAlchHarmful;MagicInfluence,0x73F20,0x73F20
Gleamblossom,0x200B097,Regenerate Health,0x3EB06,0.1,5,300,1,0,0,0,1,0,0,0,MagicAlchFortifyHealRate;MagicAlchBeneficial,0x3EB06,0x3EB06
Gleamblossom,0x200B097,Paralysis,0x73F30,500,0,1,0,1,1,0,0,1,1,1,MagicParalysis;MagicAlchHarmful,0x73F30,0x73F30
Glow Dust,0x3AD73,Damage Magicka,0x3A2B6,2.2,3,0,1,0,0,0,0,1,1,0,MagicAlchHarmful,0x3A2B6,0x3A2B6
Glow Dust,0x3AD73,Damage Magicka Regen,0x73F2B,0.5,100,5,0,1,0,0,0,1,1,1,MagicAlchHarmful,0x73F2B,0x73F2B
Glow Dust,0x3AD73,Fortify Destruction,0x3EB26,0.5,5,60,1,0,0,0,1,0,0,0,MagicAlchFortifyDestruction;MagicAlchBeneficial,0x3EB26,0x3EB26
Glow Dust,0x3AD73,Resist Shock,0x3EAEC,0.5,3,60,1,0,0,0,1,0,0,0,MagicAlchResistShock;MagicAlchBeneficial,0x3EAEC,0x3EAEC
Glowing Mushroom,0x7EE01,Resist Shock,0x3EAEC,0.5,3,60,1,0,0,0,1,0,0,0,MagicAlchResistShock;MagicAlchBeneficial,0x3EAEC,0x3EAEC
Glowing Mushroom,0x7EE01,Fortify Destruction,0x3EB26,0.5,5,60,1,0,0,0,1,0,0,0,MagicAlchFortifyDestruction;MagicAlchBeneficial,0x3EB26,0x3EB26
Glowing Mushroom,0x7EE01,Fortify Smithing,0x3EB1D,0.75,4,30,1,0,0,0,1,0,0,0,MagicAlchFortifySmithing;MagicAlchBeneficial,0x3EB1D,0x3EB1D
Glowing Mushroom,0x7EE01,Fortify Health,0x3EAF3,0.35,4,60,1,0,0,0,1,0,0,0,MagicAlchFortifyHealth;MagicAlchBeneficial,0x3EAF3,0x3EAF3
Gnarl Bark,0xFE00482C,Damage Health,0x3EB42,3,3,1,1,0,0,0,0,1,1,0,MagicAlchHarmful,0x3EB42,0x3EB42
Gnarl Bark,0xFE00482C,Regenerate Health,0x3EB06,0.1,6,300,1,0,0,0,1,0,0,0,MagicAlchFortifyHealRate;MagicAlchBeneficial,0x3EB06,0x3EB06
